Invoice ID,Branch,City,Product line,Unit price,Quantity,COGS,VAT,Total ,gross income,gross margin percentage,Rating,Customer type,Gender,Payment,Date,Day name,Month name,Time,Time of day
573-10-3877,B,Mandalay,Health and beauty,39.01,1,39.01,1.9505,40.9605,1.9505,4.761904762,4.7,Member,Male,Credit card,3/12/2019,Tuesday,March,16:46:00,Afternoon
735-06-4124,C,Naypyitaw,Food and beverages,48.61,1,48.61,2.4305,51.0405,2.4305,4.761904762,4.4,Normal,Male,Cash,2/25/2019,Monday,February,15:31:00,Afternoon
439-54-7422,A,Yangon,Electronic accessories,51.19,4,204.76,10.238,214.998,10.238,4.761904762,4.7,Normal,Female,Credit card,3/18/2019,Monday,March,17:15:00,Afternoon
396-90-2219,B,Mandalay,Electronic accessories,14.96,8,119.68,5.984,125.664,5.984,4.761904762,8.6,Normal,Female,Cash,2/23/2019,Saturday,February,12:29:00,Afternoon
411-77-0180,A,Yangon,Electronic accessories,72.2,7,505.4,25.27,530.67,25.27,4.761904762,4.3,Member,Male,Ewallet,3/26/2019,Tuesday,March,20:14:00,Evening
286-01-5402,A,Yangon,Sports and travel,40.23,7,281.61,14.0805,295.6905,14.0805,4.761904762,9.6,Normal,Female,Cash,3/30/2019,Saturday,March,13:22:00,Afternoon
803-17-8013,A,Yangon,Home and lifestyle,88.79,8,710.32,35.516,745.836,35.516,4.761904762,4.1,Member,Female,Cash,2/17/2019,Sunday,February,17:09:00,Afternoon
512-98-1403,A,Yangon,Electronic accessories,26.48,3,79.44,3.972,83.412,3.972,4.761904762,4.7,Member,Female,Ewallet,3/21/2019,Thursday,March,10:40:00,Morning
848-42-2560,A,Yangon,Fashion accessories,81.91,2,163.82,8.191,172.011,8.191,4.761904762,7.8,Normal,Female,Cash,3/5/2019,Tuesday,March,17:43:00,Afternoon
532-59-7201,B,Mandalay,Sports and travel,79.93,6,479.58,23.979,503.559,23.979,4.761904762,5.5,Member,Male,Cash,1/31/2019,Thursday,January,14:04:00,Afternoon
181-94-6432,C,Naypyitaw,Fashion accessories,69.33,2,138.66,6.933,145.593,6.933,4.761904762,9.7,Member,Male,Ewallet,2/5/2019,Tuesday,February,19:05:00,Evening
870-76-1733,A,Yangon,Food and beverages,14.23,5,71.15,3.5575,74.7075,3.5575,4.761904762,4.4,Member,Female,Credit card,2/1/2019,Friday,February,10:08:00,Morning
423-64-4619,A,Yangon,Health and beauty,15.55,9,139.95,6.9975,146.9475,6.9975,4.761904762,5,Member,Female,Cash,3/7/2019,Thursday,March,13:12:00,Afternoon
227-07-4446,C,Naypyitaw,Electronic accessories,78.13,10,781.3,39.065,820.365,39.065,4.761904762,4.4,Member,Female,Cash,2/10/2019,Sunday,February,20:51:00,Evening
174-36-3675,C,Naypyitaw,Food and beverages,99.37,2,198.74,9.937,208.677,9.937,4.761904762,5.2,Member,Male,Cash,2/14/2019,Thursday,February,17:29:00,Afternoon
428-83-5800,C,Naypyitaw,Food and beverages,21.08,3,63.24,3.162,66.402,3.162,4.761904762,7.3,Member,Female,Cash,2/9/2019,Saturday,February,10:25:00,Morning
603-07-0961,C,Naypyitaw,Electronic accessories,74.79,5,373.95,18.6975,392.6475,18.6975,4.761904762,4.9,Member,Male,Cash,1/10/2019,Thursday,January,11:34:00,Morning
704-20-4138,C,Naypyitaw,Health and beauty,29.67,7,207.69,10.3845,218.0745,10.3845,4.761904762,8.1,Member,Female,Credit card,3/11/2019,Monday,March,18:58:00,Evening
787-15-1757,C,Naypyitaw,Health and beauty,44.07,4,176.28,8.814,185.094,8.814,4.761904762,8.4,Member,Male,Ewallet,2/18/2019,Monday,February,16:28:00,Afternoon
649-11-3678,C,Naypyitaw,Food and beverages,22.93,9,206.37,10.3185,216.6885,10.3185,4.761904762,5.5,Normal,Female,Cash,2/26/2019,Tuesday,February,20:26:00,Evening
622-20-1945,C,Naypyitaw,Health and beauty,39.42,1,39.42,1.971,41.391,1.971,4.761904762,8.4,Normal,Female,Cash,1/18/2019,Friday,January,15:08:00,Afternoon
372-94-8041,A,Yangon,Health and beauty,15.26,6,91.56,4.578,96.138,4.578,4.761904762,9.8,Normal,Male,Ewallet,2/15/2019,Friday,February,18:03:00,Evening
563-91-7120,A,Yangon,Fashion accessories,61.77,5,308.85,15.4425,324.2925,15.4425,4.761904762,6.7,Normal,Female,Cash,3/8/2019,Friday,March,13:21:00,Afternoon
746-54-5508,A,Yangon,Home and lifestyle,21.52,6,129.12,6.456,135.576,6.456,4.761904762,9.4,Normal,Male,Credit card,1/17/2019,Thursday,January,12:48:00,Afternoon
276-54-0879,B,Mandalay,Sports and travel,97.74,4,390.96,19.548,410.508,19.548,4.761904762,6.4,Normal,Male,Ewallet,3/12/2019,Tuesday,March,19:53:00,Evening
815-11-1168,A,Yangon,Food and beverages,99.78,5,498.9,24.945,523.845,24.945,4.761904762,5.4,Member,Male,Cash,3/9/2019,Saturday,March,19:09:00,Evening
719-76-3868,C,Naypyitaw,Food and beverages,94.26,4,377.04,18.852,395.892,18.852,4.761904762,8.6,Member,Male,Cash,3/12/2019,Tuesday,March,16:30:00,Afternoon
730-61-8757,B,Mandalay,Health and beauty,51.13,4,204.52,10.226,214.746,10.226,4.761904762,4,Member,Male,Credit card,1/25/2019,Friday,January,10:11:00,Morning
340-66-0321,A,Yangon,Electronic accessories,36.36,4,145.44,7.272,152.712,7.272,4.761904762,7.6,Member,Male,Cash,3/25/2019,Monday,March,13:07:00,Afternoon
868-81-1752,B,Mandalay,Home and lifestyle,22.02,9,198.18,9.909,208.089,9.909,4.761904762,6.8,Normal,Male,Cash,2/7/2019,Thursday,February,18:48:00,Evening
634-97-8956,A,Yangon,Food and beverages,32.9,3,98.7,4.935,103.635,4.935,4.761904762,9.1,Normal,Male,Credit card,2/17/2019,Sunday,February,17:27:00,Afternoon
566-71-1091,A,Yangon,Fashion accessories,77.02,5,385.1,19.255,404.355,19.255,4.761904762,5.5,Normal,Male,Cash,2/3/2019,Sunday,February,15:59:00,Afternoon
442-48-3607,A,Yangon,Food and beverages,23.48,2,46.96,2.348,49.308,2.348,4.761904762,7.9,Member,Male,Credit card,3/14/2019,Thursday,March,11:21:00,Morning
835-16-0096,C,Naypyitaw,Sports and travel,14.7,5,73.5,3.675,77.175,3.675,4.761904762,8.5,Member,Male,Ewallet,3/24/2019,Sunday,March,13:48:00,Afternoon
527-09-6272,A,Yangon,Electronic accessories,28.45,5,142.25,7.1125,149.3625,7.1125,4.761904762,9.1,Member,Female,Credit card,3/21/2019,Thursday,March,10:17:00,Morning
898-04-2717,A,Yangon,Fashion accessories,76.4,9,687.6,34.38,721.98,34.38,4.761904762,7.5,Normal,Male,Ewallet,3/19/2019,Tuesday,March,15:49:00,Afternoon
692-27-8933,B,Mandalay,Sports and travel,57.95,6,347.7,17.385,365.085,17.385,4.761904762,5.2,Normal,Female,Cash,2/24/2019,Sunday,February,13:02:00,Afternoon
633-09-3463,C,Naypyitaw,Electronic accessories,47.65,3,142.95,7.1475,150.0975,7.1475,4.761904762,9.5,Normal,Female,Credit card,3/28/2019,Thursday,March,12:58:00,Afternoon
374-17-3652,B,Mandalay,Food and beverages,42.82,9,385.38,19.269,404.649,19.269,4.761904762,8.9,Member,Female,Credit card,2/5/2019,Tuesday,February,15:26:00,Afternoon
378-07-7001,B,Mandalay,Electronic accessories,48.09,3,144.27,7.2135,151.4835,7.2135,4.761904762,7.8,Member,Male,Credit card,2/10/2019,Sunday,February,18:23:00,Evening
433-75-6987,B,Mandalay,Health and beauty,55.97,7,391.79,19.5895,411.3795,19.5895,4.761904762,8.9,Member,Female,Ewallet,3/5/2019,Tuesday,March,19:06:00,Evening
873-95-4984,B,Mandalay,Health and beauty,76.9,7,538.3,26.915,565.215,26.915,4.761904762,7.7,Member,Female,Cash,2/15/2019,Friday,February,20:21:00,Evening
416-13-5917,C,Naypyitaw,Food and beverages,97.03,5,485.15,24.2575,509.4075,24.2575,4.761904762,9.3,Normal,Female,Ewallet,1/30/2019,Wednesday,January,16:24:00,Afternoon
150-89-8043,A,Yangon,Sports and travel,44.65,3,133.95,6.6975,140.6475,6.6975,4.761904762,6.2,Normal,Male,Cash,2/14/2019,Thursday,February,15:04:00,Afternoon
135-84-8019,A,Yangon,Fashion accessories,77.93,9,701.37,35.0685,736.4385,35.0685,4.761904762,7.6,Normal,Female,Ewallet,2/27/2019,Wednesday,February,16:10:00,Afternoon
441-94-7118,A,Yangon,Electronic accessories,71.95,1,71.95,3.5975,75.5475,3.5975,4.761904762,7.3,Member,Male,Cash,2/4/2019,Monday,February,12:14:00,Afternoon
725-96-3778,C,Naypyitaw,Home and lifestyle,89.25,8,714,35.7,749.7,35.7,4.761904762,4.7,Member,Female,Cash,1/20/2019,Sunday,January,10:13:00,Morning
531-80-1784,A,Yangon,Electronic accessories,26.02,7,182.14,9.107,191.247,9.107,4.761904762,5.1,Normal,Male,Cash,3/28/2019,Thursday,March,17:38:00,Afternoon
400-45-1220,B,Mandalay,Health and beauty,13.5,10,135,6.75,141.75,6.75,4.761904762,4.8,Normal,Female,Credit card,2/27/2019,Wednesday,February,11:06:00,Morning
860-79-0874,C,Naypyitaw,Fashion accessories,99.3,10,993,49.65,1042.65,49.65,4.761904762,6.6,Member,Female,Credit card,2/15/2019,Friday,February,14:53:00,Afternoon
834-61-8124,A,Yangon,Electronic accessories,51.69,7,361.83,18.0915,379.9215,18.0915,4.761904762,5.5,Normal,Male,Cash,1/26/2019,Saturday,January,18:22:00,Evening
115-99-4379,B,Mandalay,Fashion accessories,54.73,7,383.11,19.1555,402.2655,19.1555,4.761904762,8.5,Member,Female,Credit card,3/14/2019,Thursday,March,19:02:00,Evening
565-67-6697,B,Mandalay,Home and lifestyle,27,9,243,12.15,255.15,12.15,4.761904762,4.8,Member,Male,Cash,3/2/2019,Saturday,March,14:16:00,Afternoon
320-49-6392,C,Naypyitaw,Electronic accessories,30.24,1,30.24,1.512,31.752,1.512,4.761904762,8.4,Normal,Female,Cash,3/4/2019,Monday,March,15:44:00,Afternoon
889-04-9723,B,Mandalay,Food and beverages,89.14,4,356.56,17.828,374.388,17.828,4.761904762,7.8,Member,Female,Credit card,1/7/2019,Monday,January,12:20:00,Afternoon
632-90-0281,C,Naypyitaw,Fashion accessories,37.55,10,375.5,18.775,394.275,18.775,4.761904762,9.3,Normal,Female,Credit card,3/8/2019,Friday,March,20:01:00,Evening
554-42-2417,C,Naypyitaw,Sports and travel,95.44,10,954.4,47.72,1002.12,47.72,4.761904762,5.2,Normal,Female,Cash,1/9/2019,Wednesday,January,13:45:00,Afternoon
453-63-6187,B,Mandalay,Electronic accessories,27.5,3,82.5,4.125,86.625,4.125,4.761904762,6.5,Normal,Male,Ewallet,3/1/2019,Friday,March,15:40:00,Afternoon
578-80-7669,B,Mandalay,Sports and travel,74.97,1,74.97,3.7485,78.7185,3.7485,4.761904762,5.6,Normal,Male,Cash,3/16/2019,Saturday,March,16:58:00,Afternoon
612-36-5536,A,Yangon,Food and beverages,80.96,8,647.68,32.384,680.064,32.384,4.761904762,7.4,Member,Male,Credit card,2/17/2019,Sunday,February,11:12:00,Morning
605-72-4132,C,Naypyitaw,Food and beverages,94.47,8,755.76,37.788,793.548,37.788,4.761904762,9.1,Normal,Female,Cash,2/27/2019,Wednesday,February,15:12:00,Afternoon
471-41-2823,C,Naypyitaw,Food and beverages,99.79,2,199.58,9.979,209.559,9.979,4.761904762,8,Normal,Male,Ewallet,3/7/2019,Thursday,March,20:37:00,Evening
462-67-9126,A,Yangon,Home and lifestyle,73.22,6,439.32,21.966,461.286,21.966,4.761904762,7.2,Normal,Male,Cash,1/21/2019,Monday,January,17:44:00,Afternoon
272-27-9238,C,Naypyitaw,Food and beverages,41.24,4,164.96,8.248,173.208,8.248,4.761904762,7.1,Normal,Female,Cash,2/19/2019,Tuesday,February,16:23:00,Afternoon
834-25-9262,C,Naypyitaw,Fashion accessories,81.68,4,326.72,16.336,343.056,16.336,4.761904762,9.1,Normal,Female,Cash,1/6/2019,Sunday,January,12:12:00,Afternoon
122-61-9553,C,Naypyitaw,Electronic accessories,51.32,9,461.88,23.094,484.974,23.094,4.761904762,5.6,Normal,Female,Cash,3/14/2019,Thursday,March,19:33:00,Evening
468-88-0009,A,Yangon,Home and lifestyle,65.94,4,263.76,13.188,276.948,13.188,4.761904762,6,Member,Male,Cash,3/24/2019,Sunday,March,10:29:00,Morning
613-59-9758,C,Naypyitaw,Sports and travel,14.36,10,143.6,7.18,150.78,7.18,4.761904762,5.4,Normal,Female,Cash,1/27/2019,Sunday,January,14:28:00,Afternoon
254-31-0042,A,Yangon,Electronic accessories,21.5,9,193.5,9.675,203.175,9.675,4.761904762,7.8,Member,Male,Credit card,3/6/2019,Wednesday,March,12:46:00,Afternoon
201-86-2184,B,Mandalay,Electronic accessories,26.26,7,183.82,9.191,193.011,9.191,4.761904762,9.9,Member,Female,Cash,2/2/2019,Saturday,February,19:40:00,Evening
261-12-8671,B,Mandalay,Fashion accessories,60.96,2,121.92,6.096,128.016,6.096,4.761904762,4.9,Normal,Female,Credit card,1/25/2019,Friday,January,19:39:00,Evening
730-70-9830,C,Naypyitaw,Home and lifestyle,70.11,6,420.66,21.033,441.693,21.033,4.761904762,5.2,Normal,Female,Ewallet,3/14/2019,Thursday,March,17:54:00,Afternoon
382-25-8917,C,Naypyitaw,Fashion accessories,42.08,6,252.48,12.624,265.104,12.624,4.761904762,8.9,Normal,Male,Cash,1/29/2019,Tuesday,January,12:25:00,Afternoon
422-29-8786,A,Yangon,Home and lifestyle,67.09,5,335.45,16.7725,352.2225,16.7725,4.761904762,9.1,Normal,Female,Credit card,1/3/2019,Thursday,January,16:47:00,Afternoon
667-23-5919,A,Yangon,Fashion accessories,96.7,5,483.5,24.175,507.675,24.175,4.761904762,7,Member,Female,Ewallet,1/14/2019,Monday,January,12:52:00,Afternoon
843-01-4703,B,Mandalay,Home and lifestyle,35.38,9,318.42,15.921,334.341,15.921,4.761904762,9.6,Member,Female,Credit card,1/5/2019,Saturday,January,19:50:00,Evening
743-88-1662,C,Naypyitaw,Sports and travel,95.49,7,668.43,33.4215,701.8515,33.4215,4.761904762,8.7,Normal,Male,Ewallet,2/22/2019,Friday,February,18:17:00,Evening
595-86-2894,C,Naypyitaw,Fashion accessories,96.98,4,387.92,19.396,407.316,19.396,4.761904762,9.4,Member,Male,Ewallet,2/6/2019,Wednesday,February,17:20:00,Afternoon
182-69-8360,B,Mandalay,Electronic accessories,23.65,4,94.6,4.73,99.33,4.73,4.761904762,4,Normal,Female,Credit card,1/30/2019,Wednesday,January,13:32:00,Afternoon
289-15-7034,A,Yangon,Sports and travel,82.33,4,329.32,16.466,345.786,16.466,4.761904762,7.5,Member,Male,Credit card,1/11/2019,Friday,January,10:37:00,Morning
462-78-5240,C,Naypyitaw,Electronic accessories,26.61,2,53.22,2.661,55.881,2.661,4.761904762,4.2,Normal,Female,Cash,3/19/2019,Tuesday,March,14:35:00,Afternoon
868-52-7573,B,Mandalay,Food and beverages,99.69,5,498.45,24.9225,523.3725,24.9225,4.761904762,9.9,Normal,Female,Cash,1/14/2019,Monday,January,12:09:00,Afternoon
153-58-4872,C,Naypyitaw,Food and beverages,74.89,4,299.56,14.978,314.538,14.978,4.761904762,4.2,Member,Female,Ewallet,3/1/2019,Friday,March,15:32:00,Afternoon
662-72-2873,A,Yangon,Food and beverages,40.94,5,204.7,10.235,214.935,10.235,4.761904762,9.9,Normal,Female,Ewallet,1/6/2019,Sunday,January,13:58:00,Afternoon
525-88-7307,B,Mandalay,Sports and travel,75.82,1,75.82,3.791,79.611,3.791,4.761904762,5.8,Member,Male,Cash,1/31/2019,Thursday,January,13:19:00,Afternoon
689-16-9784,C,Naypyitaw,Food and beverages,46.77,6,280.62,14.031,294.651,14.031,4.761904762,6,Normal,Male,Cash,3/11/2019,Monday,March,13:37:00,Afternoon
725-56-0833,A,Yangon,Health and beauty,32.32,10,323.2,16.16,339.36,16.16,4.761904762,10,Normal,Female,Credit card,2/20/2019,Wednesday,February,16:49:00,Afternoon
394-41-0748,C,Naypyitaw,Fashion accessories,54.07,9,486.63,24.3315,510.9615,24.3315,4.761904762,9.5,Member,Female,Ewallet,1/27/2019,Sunday,January,14:55:00,Afternoon
596-42-3999,B,Mandalay,Food and beverages,18.22,7,127.54,6.377,133.917,6.377,4.761904762,6.6,Normal,Male,Credit card,3/10/2019,Sunday,March,14:04:00,Afternoon
541-89-9860,C,Naypyitaw,Fashion accessories,80.48,3,241.44,12.072,253.512,12.072,4.761904762,8.1,Member,Female,Cash,2/15/2019,Friday,February,12:31:00,Afternoon
173-82-9529,B,Mandalay,Fashion accessories,37.95,10,379.5,18.975,398.475,18.975,4.761904762,9.7,Normal,Female,Cash,1/26/2019,Saturday,January,14:51:00,Afternoon
563-36-9814,A,Yangon,Electronic accessories,76.82,1,76.82,3.841,80.661,3.841,4.761904762,7.2,Member,Male,Ewallet,2/13/2019,Wednesday,February,18:27:00,Evening
308-47-4913,A,Yangon,Sports and travel,52.26,10,522.6,26.13,548.73,26.13,4.761904762,6.2,Member,Female,Credit card,3/9/2019,Saturday,March,12:45:00,Afternoon
885-17-6250,A,Yangon,Health and beauty,79.74,1,79.74,3.987,83.727,3.987,4.761904762,7.3,Normal,Female,Ewallet,3/6/2019,Wednesday,March,10:36:00,Morning
726-27-2396,A,Yangon,Health and beauty,77.5,5,387.5,19.375,406.875,19.375,4.761904762,4.3,Normal,Female,Ewallet,1/24/2019,Thursday,January,20:36:00,Evening
316-01-3952,A,Yangon,Food and beverages,54.27,5,271.35,13.5675,284.9175,13.5675,4.761904762,4.6,Normal,Female,Ewallet,3/13/2019,Wednesday,March,14:16:00,Afternoon
760-54-1821,B,Mandalay,Home and lifestyle,13.59,9,122.31,6.1155,128.4255,6.1155,4.761904762,5.8,Normal,Male,Cash,3/15/2019,Friday,March,10:26:00,Morning
793-10-3222,B,Mandalay,Health and beauty,41.06,6,246.36,12.318,258.678,12.318,4.761904762,8.3,Member,Female,Credit card,3/5/2019,Tuesday,March,13:30:00,Afternoon
346-12-3257,B,Mandalay,Electronic accessories,19.24,9,173.16,8.658,181.818,8.658,4.761904762,8,Member,Male,Cash,3/4/2019,Monday,March,16:28:00,Afternoon
110-05-6330,C,Naypyitaw,Food and beverages,39.43,6,236.58,11.829,248.409,11.829,4.761904762,9.4,Normal,Female,Credit card,3/25/2019,Monday,March,20:18:00,Evening
651-61-0874,C,Naypyitaw,Home and lifestyle,46.22,4,184.88,9.244,194.124,9.244,4.761904762,6.2,Normal,Male,Credit card,3/12/2019,Tuesday,March,20:04:00,Evening
236-86-3015,C,Naypyitaw,Home and lifestyle,13.98,1,13.98,0.699,14.679,0.699,4.761904762,9.8,Member,Male,Ewallet,2/4/2019,Monday,February,13:38:00,Afternoon
831-64-0259,B,Mandalay,Fashion accessories,39.75,5,198.75,9.9375,208.6875,9.9375,4.761904762,9.6,Normal,Female,Ewallet,2/22/2019,Friday,February,10:43:00,Morning
587-03-7455,C,Naypyitaw,Fashion accessories,97.79,7,684.53,34.2265,718.7565,34.2265,4.761904762,4.9,Member,Female,Ewallet,2/16/2019,Saturday,February,17:30:00,Afternoon
882-40-4577,A,Yangon,Sports and travel,67.26,4,269.04,13.452,282.492,13.452,4.761904762,8,Member,Male,Credit card,1/19/2019,Saturday,January,15:28:00,Afternoon
732-67-5346,A,Yangon,Food and beverages,13.79,5,68.95,3.4475,72.3975,3.4475,4.761904762,7.8,Normal,Male,Credit card,1/11/2019,Friday,January,19:07:00,Evening
725-32-9708,B,Mandalay,Fashion accessories,68.71,4,274.84,13.742,288.582,13.742,4.761904762,4.1,Member,Female,Cash,1/4/2019,Friday,January,19:01:00,Evening
256-08-8343,A,Yangon,Home and lifestyle,56.53,4,226.12,11.306,237.426,11.306,4.761904762,5.5,Normal,Female,Ewallet,3/4/2019,Monday,March,19:48:00,Evening
372-26-1506,C,Naypyitaw,Fashion accessories,23.82,5,119.1,5.955,125.055,5.955,4.761904762,5.4,Normal,Female,Ewallet,1/28/2019,Monday,January,19:24:00,Evening
244-08-0162,B,Mandalay,Health and beauty,34.21,10,342.1,17.105,359.205,17.105,4.761904762,5.1,Normal,Female,Cash,1/2/2019,Wednesday,January,13:00:00,Afternoon
569-71-4390,B,Mandalay,Sports and travel,21.87,2,43.74,2.187,45.927,2.187,4.761904762,6.9,Normal,Male,Ewallet,1/25/2019,Friday,January,14:29:00,Afternoon
132-23-6451,A,Yangon,Health and beauty,20.97,5,104.85,5.2425,110.0925,5.2425,4.761904762,7.8,Member,Male,Cash,1/4/2019,Friday,January,13:21:00,Afternoon
696-90-2548,A,Yangon,Sports and travel,25.84,3,77.52,3.876,81.396,3.876,4.761904762,6.6,Normal,Male,Ewallet,3/10/2019,Sunday,March,18:55:00,Evening
472-15-9636,A,Yangon,Home and lifestyle,50.93,8,407.44,20.372,427.812,20.372,4.761904762,9.2,Normal,Male,Ewallet,3/22/2019,Friday,March,19:36:00,Evening
268-03-6164,B,Mandalay,Health and beauty,96.11,1,96.11,4.8055,100.9155,4.8055,4.761904762,7.8,Normal,Male,Ewallet,1/25/2019,Friday,January,16:28:00,Afternoon
750-57-9686,C,Naypyitaw,Home and lifestyle,45.38,4,181.52,9.076,190.596,9.076,4.761904762,8.7,Normal,Female,Credit card,1/8/2019,Tuesday,January,13:48:00,Afternoon
186-09-3669,C,Naypyitaw,Health and beauty,81.51,1,81.51,4.0755,85.5855,4.0755,4.761904762,9.2,Member,Female,Ewallet,1/22/2019,Tuesday,January,10:57:00,Morning
848-07-1692,B,Mandalay,Health and beauty,57.22,2,114.44,5.722,120.162,5.722,4.761904762,8.3,Normal,Female,Ewallet,1/12/2019,Saturday,January,17:13:00,Afternoon
745-71-3520,A,Yangon,Electronic accessories,25.22,7,176.54,8.827,185.367,8.827,4.761904762,8.2,Member,Female,Cash,2/4/2019,Monday,February,10:23:00,Morning
266-76-6436,C,Naypyitaw,Food and beverages,38.6,3,115.8,5.79,121.59,5.79,4.761904762,7.5,Member,Female,Ewallet,3/28/2019,Thursday,March,13:57:00,Afternoon
740-22-2500,C,Naypyitaw,Electronic accessories,84.05,3,252.15,12.6075,264.7575,12.6075,4.761904762,9.8,Normal,Female,Cash,1/23/2019,Wednesday,January,13:29:00,Afternoon
271-88-8734,C,Naypyitaw,Fashion accessories,97.21,10,972.1,48.605,1020.705,48.605,4.761904762,8.7,Member,Female,Credit card,2/8/2019,Friday,February,13:00:00,Afternoon
301-81-8610,B,Mandalay,Fashion accessories,25.42,8,203.36,10.168,213.528,10.168,4.761904762,6.7,Member,Male,Credit card,3/19/2019,Tuesday,March,19:42:00,Evening
489-64-4354,C,Naypyitaw,Fashion accessories,16.28,1,16.28,0.814,17.094,0.814,4.761904762,5,Normal,Male,Cash,3/9/2019,Saturday,March,15:36:00,Afternoon
198-84-7132,B,Mandalay,Fashion accessories,40.61,9,365.49,18.2745,383.7645,18.2745,4.761904762,7,Member,Male,Cash,1/2/2019,Wednesday,January,13:40:00,Afternoon
269-10-8440,A,Yangon,Health and beauty,53.17,7,372.19,18.6095,390.7995,18.6095,4.761904762,8.9,Member,Male,Cash,1/21/2019,Monday,January,18:01:00,Evening
650-98-6268,B,Mandalay,Food and beverages,20.87,3,62.61,3.1305,65.7405,3.1305,4.761904762,8,Member,Female,Credit card,3/20/2019,Wednesday,March,13:53:00,Afternoon
741-73-3559,B,Mandalay,Sports and travel,67.27,5,336.35,16.8175,353.1675,16.8175,4.761904762,6.9,Normal,Male,Cash,2/27/2019,Wednesday,February,17:27:00,Afternoon
325-77-6186,A,Yangon,Home and lifestyle,90.65,10,906.5,45.325,951.825,45.325,4.761904762,7.3,Member,Female,Ewallet,3/8/2019,Friday,March,10:53:00,Morning
286-75-7818,B,Mandalay,Fashion accessories,69.08,2,138.16,6.908,145.068,6.908,4.761904762,6.9,Normal,Male,Credit card,1/31/2019,Thursday,January,19:48:00,Evening
574-57-9721,C,Naypyitaw,Food and beverages,43.27,2,86.54,4.327,90.867,4.327,4.761904762,5.7,Normal,Male,Ewallet,3/8/2019,Friday,March,16:53:00,Afternoon
459-50-7686,A,Yangon,Electronic accessories,23.46,6,140.76,7.038,147.798,7.038,4.761904762,6.4,Normal,Female,Ewallet,1/13/2019,Sunday,January,19:14:00,Evening
616-87-0016,B,Mandalay,Fashion accessories,95.54,7,668.78,33.439,702.219,33.439,4.761904762,9.6,Normal,Male,Credit card,3/9/2019,Saturday,March,14:36:00,Afternoon
837-55-7229,B,Mandalay,Fashion accessories,47.44,1,47.44,2.372,49.812,2.372,4.761904762,6.8,Normal,Female,Credit card,2/22/2019,Friday,February,18:19:00,Evening
751-69-0068,C,Naypyitaw,Sports and travel,99.24,9,893.16,44.658,937.818,44.658,4.761904762,9,Normal,Male,Ewallet,3/19/2019,Tuesday,March,19:09:00,Evening
257-73-1380,C,Naypyitaw,Sports and travel,82.93,4,331.72,16.586,348.306,16.586,4.761904762,9.6,Member,Male,Ewallet,1/20/2019,Sunday,January,16:51:00,Afternoon
345-08-4992,A,Yangon,Home and lifestyle,33.99,6,203.94,10.197,214.137,10.197,4.761904762,7.7,Normal,Male,Credit card,3/8/2019,Friday,March,15:37:00,Afternoon
549-96-4200,C,Naypyitaw,Food and beverages,17.04,4,68.16,3.408,71.568,3.408,4.761904762,7,Member,Male,Ewallet,3/8/2019,Friday,March,20:15:00,Evening
810-60-6344,C,Naypyitaw,Electronic accessories,40.86,8,326.88,16.344,343.224,16.344,4.761904762,6.5,Normal,Female,Credit card,2/7/2019,Thursday,February,14:38:00,Afternoon
450-28-2866,C,Naypyitaw,Food and beverages,17.44,5,87.2,4.36,91.56,4.36,4.761904762,8.1,Member,Male,Cash,1/15/2019,Tuesday,January,19:25:00,Evening
394-30-3170,B,Mandalay,Sports and travel,88.43,8,707.44,35.372,742.812,35.372,4.761904762,4.3,Member,Female,Credit card,3/22/2019,Friday,March,19:35:00,Evening
138-17-5109,A,Yangon,Home and lifestyle,89.21,9,802.89,40.1445,843.0345,40.1445,4.761904762,6.5,Member,Female,Credit card,1/15/2019,Tuesday,January,15:42:00,Afternoon
192-98-7397,C,Naypyitaw,Fashion accessories,12.78,1,12.78,0.639,13.419,0.639,4.761904762,9.5,Normal,Male,Ewallet,1/8/2019,Tuesday,January,14:11:00,Afternoon
301-11-9629,A,Yangon,Sports and travel,19.1,7,133.7,6.685,140.385,6.685,4.761904762,9.7,Normal,Female,Cash,1/15/2019,Tuesday,January,10:43:00,Morning
390-80-5128,B,Mandalay,Health and beauty,19.15,1,19.15,0.9575,20.1075,0.9575,4.761904762,9.5,Member,Female,Credit card,1/28/2019,Monday,January,17:58:00,Afternoon
235-46-8343,C,Naypyitaw,Food and beverages,27.66,10,276.6,13.83,290.43,13.83,4.761904762,8.9,Member,Male,Credit card,2/14/2019,Thursday,February,11:26:00,Morning
453-12-7053,C,Naypyitaw,Fashion accessories,45.74,3,137.22,6.861,144.081,6.861,4.761904762,6.5,Normal,Male,Credit card,3/10/2019,Sunday,March,17:38:00,Afternoon
296-11-7041,B,Mandalay,Health and beauty,27.07,1,27.07,1.3535,28.4235,1.3535,4.761904762,5.3,Member,Female,Credit card,1/12/2019,Saturday,January,20:07:00,Evening
449-27-2918,B,Mandalay,Sports and travel,39.12,1,39.12,1.956,41.076,1.956,4.761904762,9.6,Member,Female,Credit card,3/26/2019,Tuesday,March,11:02:00,Morning
891-01-7034,B,Mandalay,Electronic accessories,74.71,6,448.26,22.413,470.673,22.413,4.761904762,6.7,Normal,Female,Cash,1/1/2019,Tuesday,January,19:07:00,Evening
744-09-5786,B,Mandalay,Electronic accessories,22.01,6,132.06,6.603,138.663,6.603,4.761904762,7.6,Normal,Male,Cash,1/2/2019,Wednesday,January,18:50:00,Evening
